,Topic,Words,Frequency,Timestamp
383,29,"Aesthetics, aesthetic, essay critical, appreciation nature, Budds Aesthetics",2,2005
384,30,"God, theism, maximal power, omnipotence, worlds",6,2005
385,31,"agent causal, problem chanciness, views free, causal views, van",3,2005
386,32,"inductive inferences, crucial explanatory, puzzles principles, inferences puzzles, significance varied",1,2005
387,33,"Wittgenstein, Conants, Prototractatus, 20th century, date composition",3,2005
388,34,"time terms, characterizations, 経験的綜合判断の一般的形式 General, analytic judgments, identity third",2,2005
389,35,"things seem, perceptual, ways things, seem features, qualia features",3,2005
390,36,"position know, luminous condition, know proposition, luminous, condition",2,2005
391,37,"Foundational, ontology, Ontologist, Foundational Ontologist, metaphysics",3,2005
392,38,"epistemological externalism, higher level, duplicates, Aristotle, one belief",3,2005
393,39,"using diagonalization, theoretic disquotational, natural formalization, paradoxical Under, Yablo list",1,2005
394,40,"mental causation, Completeness, mental, causation, Completeness threatening",4,2005
395,41,"movements, Hellenistic philosophy, Stoic, philosophy longer, philosophy might",1,2005
396,42,"belief revision, information, belief, branching conditions, revision formula",2,2005
397,44,"skepticism, sceptical arguments, scepticism, civilization, anthropic reasoning",6,2005
398,45,"intention, joint intention, critical thinking, content intention, fundamental end",2,2005
399,46,"counter entailment, varieties necessity, entailment, attempts show, central argument",2,2005
400,47,"laws, Humean base, Humean Supervenience, lawlessness, Supervenience Laws",6,2005
401,49,"brute facts, explanations, epistemic gain, sorts thing, explanatory",4,2005
402,52,"TOPO, persistence, wholly present, continuer, dimensionalism",6,2005
403,53,"testimony, reductionism, epistemology testimony, reason believe, infants small",4,2005
404,56,"knowledge account, proper assertions, assertions must, assertions, theory proper",1,2005
405,57,"deflationism, truth predicate, causal explanatory, disquotationalism, disquotational truth",5,2005
406,58,"content desiderata, intentionality cognitive, cognitive content, informational, deliver intentionality",1,2005
407,59,"mortem thesis, indifference, divide, grief especially, subtly equivocal",2,2005
408,60,"believed originally, believesrationally believes, rational preserve, knows justifiedly, respect prationality",1,2005
409,61,"dispositional, categorical, dispositionality, dispositional categorical, causal relevance",6,2005
410,62,"belief reports, Kent flies, naive theory, Lois believes, theory belief",1,2005
411,64,"Descartes, may object, object Almog, mind body, primal",6,2005
412,65,"intellectual honesty, conditions agent, deception, agent lies, signal mendacity",1,2005
413,67,"otiose challenge, advocate insufficient, justification within, insufficient If, entitled beliefs",1,2005
414,72,"knowledge birth, Doomsday, rank, Sleeping Beauty, Beauty problem",2,2005
415,74,"coherence, individual credibility, pieces evidence, coherence scratch, evidence individual",2,2005
416,75,"logical revision, argument logical, clarity key, facie valid, correctly providing",2,2005
417,76,"rigidity, property designators, canonical property, notion rigidity, term",3,2005
418,77,"Ellis, dispositionalism, properties, dispositionalism according, kind category",2,2005
419,78,"bluish, higher, subjective character, consciousness, aspect",4,2005
420,79,"confused, Frege metatheory, Rieger, rules inference, modes presentation",3,2005
421,80,"choice permission, pragmatic, semantics, Gricean maxims, derived based",2,2005
422,82,"Moore, Moore paradox, paradox, versions paradox, one mind",2,2005
423,83,"truths, fact hard, 2000 principle, true Balking, thing entity",1,2005
424,85,"feedback loops, movements, acting sensations, loops consisting, intentions acting",1,2005
425,86,"manipulation, moral responsibility, responsibility, Transfer Argument, responsible killing",2,2005
426,88,"versions conventionalism, lectures, metaphor, onto determination, Quine reservations",1,2005
427,-1,"theory, account, knowledge, view, claim",134,2006
428,0,"value, normative, hedonism, virtue, realism",39,2006
429,1,"beliefs, justification, conditionalization, epistemic, evidence",14,2006
430,2,"abstraction, Frege, Hume principle, course values, section",10,2006
431,3,"names, philosophy culture, Soames, positive account, philosophy",13,2006
432,4,"internalism, reason, agent, obligation, ought",14,2006
433,5,"neuroscience, psychophysical, psychophysical stimulation, cognition, neural",13,2006
434,6,"possible worlds, modality, counterpart theory, theory, logic",16,2006
435,7,"decision theory, choice, Newcomb problems, utility, game theory",9,2006
436,8,"general covariance, spatio temporal, QFT, mechanics, theory",10,2006
437,9,"present, tense, temporal, presentism, moment",11,2006
438,10,"emergence, emergent properties, kinds, reductionism, teleofunctions",11,2006
439,11,"context, speaker, utterance, semantic, reference",10,2006
440,12,"arms, treat likelihood, tape measure, scruples measuring, think weight",1,2006
441,13,"causation, causal, paint gun, p2, causes",6,2006
442,14,"contextualism, Lepore ready, knowledge, contextualist, context",6,2006
443,15,"constructive empiricist, empiricist, observable entities, know statements, entities",2,2006
444,16,"perceptual, visual, experiences, nonconceptual, ambiguous figures",8,2006
445,17,"obligationes, logic, consequence, notion, proof theoretic",10,2006
446,18,"simples, mereological, universals, objects, principles composition",11,2006
447,19,"responsibility, wrong action, moral responsibility, agent, blame",5,2006
448,20,"emotions, relevant formal, objects emotion, evaluative perceptions, fittingness emotional",1,2006
449,21,"physicalism, consciousness, dualism, priori physicalism, conceivability",20,2006
450,22,"vagueness, generality problem, generality, hair, propositions",6,2006
451,23,"discrimination, costs murder, racial, minorities, racial discrimination",1,2006
452,24,"colour experience, colours, standard Russellianism, phenomenal, properties",11,2006
453,25,"constitution view, person unified, great difficulties, states As, identity Parfit",1,2006
454,28,"revise belief, abortion, intelligent informed, impartial believe, wrong Should",1,2006
455,29,"art, experience, work, items, artworks",3,2006
456,30,"Response Knights, truths Roy, knaves unknowable, unknowable truths, Cook",1,2006
457,31,"choice, account choice, judgements best, choice action, freedom",3,2006
458,32,"Hume, induction, Treatise, strength mind, accounts induction",9,2006
459,33,"Wittgenstein, past attitudes, middle period, philosophical, philosophical criticism",3,2006
460,34,"Kant, intrinsic properties, claim cannot, knowing things, properties",3,2006
461,35,"count reason, reason belief, count, Davidson claims, generalizes views",1,2006
462,36,"conditional statements, strict implication, statements, statements state, truth conditional",4,2006
463,37,"Soamess, ontology, ontological, objects, sporadically identified",5,2006
464,38,"externalism, internalism, idiolectical meaning, Doctrine Propositions, Doctrine",7,2006
465,39,"paradoxes, truth, Truth Paradox, sentences, syntactically",4,2006
466,40,"physical, causation, mental causation, mental physical, exclusion",6,2006
467,41,"desires, pleasure illusion, desires rational, part soul, show connections",1,2006
468,42,"operation, dynamic, agents, action knowledge, announcement formula",4,2006
469,43,"virtue, virtue epistemology, epistemology, virtues, virtue perspectivism",5,2006
470,44,"antiskeptical conditionals, sceptical, skepticism, transcendental arguments, sceptic",3,2006
471,45,"communitarian, social status, married money, calls communitarian, modeled communitarian",1,2006
472,46,"counterfactuals, similarity, epistemic probability, closeness fact, respects similarity",5,2006
473,47,"lawhood, chancy fact, atom creation, Every Un346, subjunctive facts",2,2006
474,51,"propositions, entities, Things Mean, clauses, pleonastic entities",3,2006
475,52,"temporal, temporal parts, ISBN 19, four dimensionalism, temporal part",3,2006
476,53,"testimony, trust testimony, epistemology testimony, act telling, hearer",5,2006
477,55,"causal accounts, causal, nature reasoning, deviant causal, mental event",1,2006
478,56,"act sincere, sincere, speech act, sincere case, speech",1,2006
479,57,"deflationism, truth, reliabilism, deflationists, chapter reasons",2,2006
480,58,"conceptual competence, conceptual, rationale position, meanings concepts, environment thus",1,2006
481,59,"non existence, existence birth, future non, existence harmful, counter arguments",2,2006
482,60,"content memories, memory, analogous traditional, words determine, perception directly",1,2006
483,61,"reformed, concepts disposition, defense reformed, Martin cases, stimulus manifestation",1,2006
484,62,"attitudes de, attitudes, unsatisfactory lessons, problem Whether, theories de",1,2006
485,63,"hallucination, experience, realism, Perceptual consciousness, epistemological direct",3,2006
486,64,"doubt, Descartes, Cartesian doubt, Review Descartes, Broughtons book",1,2006
487,65,"lying, status lying, morality lying, moral status, lying presupposes",1,2006
488,66,"TELEOLOGY, SPINOZA BENEDICT, Person SPINOZA, METAPHYSICS REPRESENTATION, 41 Subject",1,2006
489,67,"constitutivism, self knowledge, introspective, direct accessibility, states introspective",1,2006
490,70,"metaphysics, science, parthood possible, evolved result, relates philosophy",4,2006
491,71,"much Sometimes, enough pleasure, cases reject, factor like, Sometimes decide",1,2006
492,72,"hangover, Beauty, Sleeping, Sleeping Beauty, drink",3,2006
493,73,"OPD, merger, probability kinematics, evidences, probabilities",2,2006
494,74,"coherence, information items, derived beliefs, theory coherence, logical closure",3,2006
495,75,"Kenyon, superassertibility, knowability, defeasible warrant, truths knowable",3,2006
496,76,"rigidity, general terms, kind terms, H2O, Kripke",8,2006
497,77,"potencies, pure powers, sparse, properties pure, current physics",2,2006
498,79,"characteristically Fregean, conceptually self, thesis sense, judgments, conceptually",2,2006
499,80,"Epistemic logic, Epistemic, epistemological problems, traditional epistemological, modals",2,2006
500,81,"regarded spirit, light dispute, dispute Greco, Greco response, epistemic externalist",1,2006
501,82,"absurdity, self evident, Wittgenstein, Wittgenstein suggests, moral philosophy",4,2006
502,83,"truthmakers, negative truths, truthmaking, truthmaker principle, truthmaker theory",8,2006
503,84,"Frankfurt, agent could, alternative possibilities, assumption Distinguishing, access case",3,2006
504,87,"self ascriptions, mental self, non mental, ascriptions IEM, ascriptions oneself",1,2006
505,88,"phonological, analyticity, phonology, semantic basis, natural language",1,2006
506,-1,"paper, argue, knowledge, truth, show",131,2007
507,0,"evil, Nietzsche, moral view, argue, moral relativism",40,2007
508,1,"beliefs, Bayesian, epistemic, beliefs agents, rationality",16,2007
509,2,"mathematics, indispensability, aboutness, confirmational holism, numerals",10,2007
510,3,"Descriptivism, Millian Descriptivism, ORA may, argue Millian, access via",8,2007
511,4,"desires, scope, ought, objections, Proportionalism",16,2007
512,5,"brain, VMPFC, functional integration, free energy, neuroscience",8,2007
513,6,"possible worlds, necessary posteriori, metaphysically, notion conceivability, modality",7,2007
514,7,"decision theory, theory, causal decision, Wager, Ellsberg",5,2007
515,8,"quantum, approximate solutions, photon, compute, quantum mechanics",4,2007
516,9,"time, presentism, want, temporal, reality time",5,2007
517,10,"evolutionary, genes, biology, natures kinds, parity among",6,2007
518,11,"quotation, hybrid proper, produce recognize, mixed quotation, utterance",5,2007
519,12,"Plaza, Plaza work, Plaza 1989, Wiebe van, proposed Plaza",1,2007
520,13,"causation, causal, account causation, causes, idea Schaffers",6,2007
521,14,"contextualism, knowledge, context, knowledge ascriptions, relativism",14,2007
522,15,"scientific, science, Kuhn, theories, scientific realism",7,2007
523,16,"visual, objects, visual awareness, conception space, visual property",2,2007
524,17,"logic, monotonic, end relations, proof theoretic, logics",7,2007
525,18,"stuff, microparticles, dogwise arrangement, composition, facts concerning",6,2007
526,19,"objective attitude, Ignorance Thesis, regret, moral responsibility, negative moral",3,2007
527,20,"modesty, emotions, two standards, emotional phenomena, affect",3,2007
528,21,"Vague Singulars, perceivers, materialism, Composite materialism, content sensory",2,2007
529,22,"vagueness, margin, predicates, Keefe, borderline cases",8,2007
530,23,"sexual, rape, pornography, sexual discourse, wrongfulness",3,2007
531,24,"color, true blue, indiscriminability, colors, response dependent",14,2007
532,25,"persons, personal identity, biological, animal, practical concerns",7,2007
533,26,"narrators, fiction, fictional characters, imagination, narratives",7,2007
534,27,"subjunctivism, distinct knowledge, truth belief, safety condition, invokes safety",2,2007
535,28,"advisor, disagreement, handle cases, epistemic, react",3,2007
536,29,"art, aesthetic, artistic, artists, artworks",5,2007
537,30,"book Realm, Realm Reason, Realm, Peacockes, Christopher",1,2007
538,31,"intuitions think, think problem, intuitions, concrete emotional, study peoples",1,2007
539,32,"religious belief, causes religious, Goodman paradox, Hume naturalist, explanation reliability",3,2007
540,33,"Wittgenstein, calculating head, anti realist, interpretation, Kripke",5,2007
541,34,"Kant, moderate high, acceptable moderate, rationally acceptable, Belief",3,2007
542,36,"Ramsey, accept consider, indicative, believe irrational, Test hypothesis",4,2007
543,37,"existential quantifier, ontology, deliver Sider, argument promises, wants comes",2,2007
544,38,"externalism, internalism, content externalism, mental internalism, Putnams",6,2007
545,39,"quantificational language, simple language, self reference, translations, language",1,2007
546,40,"challenge NEG, rejects NEG, explain McDowell, reasons received, NEG reasons",2,2007
547,41,"Aquinas, incontinence, account incontinence, Aquinas account, Watson",2,2007
548,42,"social laws, multiagent systems, multiagent, logics, laws multiagent",5,2007
549,43,"Virtue Epistemology, Virtue, Epistemology, intellectual, virtue",1,2007
550,44,"show theories, skepticism, skeptical doubts, theories, kinds skepticism",2,2007
551,45,"collective action, collective intentions, group intentions, collective intention, intentions intentions",5,2007
552,46,"counterfactuals, conditions counterfactuals, branching, counterfactuals uttered, context lost",1,2007
553,47,"laws, Humeanism, Humean Supervenience, laws nature, causation",6,2007
554,48,"connection know, know attributions, know concept, cognitive nature, concept possession",1,2007
555,49,"explanations fictional, external explanations, see established, fictional On, explanation exterior",1,2007
556,50,"philosophy, Then turns, movement might, discrediting armchair, philosophy naturalistic",1,2007
557,51,"attitudes relations, intentional attitudes, propositions, following Brentano, Athens mourns",1,2007
558,52,"wall, time, temporal, time travelling, travelling brick",5,2007
559,53,"testimony, speaker, assessment monitoring, audience, debate",2,2007
560,54,"Rule II, ability, ability ascribe, balance scale, theory mind",4,2007
561,55,"corkscrew, corkscrew away, away, kitchen, dustpan closet",1,2007
562,57,"excessive interpretation, semantically excessive, truth renders, deflationism, two worlds",2,2007
563,58,"Philosophers given, argue rejected, proposes concepts, frameworks contemporary, question reflecting",1,2007
564,59,"resilience, harm, harm thesis, posthumous, death",2,2007
565,60,"memory, APD emotions, emotions, episodic, past events",4,2007
566,61,"circular, inferentially circular, dispositional, inferentially, relatively permanent",3,2007
567,62,"PA, level utterance, corresponding lower, propositional attitude, identifying attitude",1,2007
568,63,"traditional conception, cognitive contact, conception, traditional, Disjunctivists take",1,2007
569,64,"Descartes, sensations, teleological account, passages, interpretations Cartesian",4,2007
570,65,"lying, believe bank, robber You, lies manipulative, em robbery",2,2007
571,66,"bifurcation, Spinozas, scepticism, ontological, bifurcations Cartesian",3,2007
572,67,"Consciousness Cognition, beliefs internal, SAIs implications, Chapter Consciousness, Thaus interesting",5,2007
573,69,"idealization, increasingly recognize, idealization intentional, idealization literature, disparate characterizations",1,2007
574,70,"eligibility response, limitations, nature eligibility, responsible limitations, motivated elements",1,2007
575,71,"sensation, wants feeling, arguments Thus, sensation pleasure, pleasure case",1,2007
576,72,"Sleeping, Sleeping Beauty, Doomsday Argument, Beauty problem, probability",3,2007
577,73,"reference class, class problem, certain occur, objective chance, probabilities",5,2007
578,74,"coherence, degree coherence, truth conducive, probabilistic, measure coherence",12,2007
579,75,"superassertibility, knowability, prove superassertibility, superassertibility predicate, recognizability states",2,2007
580,76,"Kripke Putnam, terms, Kripke, classified rigid, argue Ben",3,2007
581,77,"powers, monism involves, however puts, relations pure, circularity examine",1,2007
582,78,"awareness, consciousness, relation awareness, awareness superior, awareness nonintentional",1,2007
583,79,"loaded counterparts, properties propositions, statements explicitly, counterparts, semantic puzzles",1,2007
584,80,"epistemic possibility, semantics, semantics pragmatics, pragmatics, propositions worthy",2,2007
585,81,"Epistemic Luck, luck epistemology, knowledge, Duncan Pritchard, neo Moorean",6,2007
586,83,"truthmaker, negative truths, providing truthmakers, truthmakers negative, truthmakers",1,2007
587,84,"done otherwise, responsibility, Widerker, Frankfurt cases, moral responsibility",5,2007
588,85,"COH, bodily processes, bodily, exercise sensorimotor, perception embodied",1,2007
589,86,"perceived seen, people Compatibilism, Compatibilism thus, odds fundamental, temptation prepunish",1,2007
590,87,"self ethical, egoism It, It serve, metaphysics self, ethical egoism",1,2007
591,88,"Quine, radical Quine, Logical truths, falso quodlibet, radical",2,2007
592,-1,"paper, argue, one, terms, view",142,2008
593,0,"normative, morally, autonomy, argue, ethical",47,2008
594,1,"belief, justification, epistemic, beliefs, evidence",22,2008
595,2,"mathematical, French, mathematical practice, epistemology mathematics, structure",11,2008
596,3,"Millianism, hyperintensional contexts, contexts, Philosophy, pragmatics sentences",8,2008
597,4,"desire, rationality, ought, practical rationality, motivational",15,2008
598,5,"Walter, modular mathematics, body, Logical Calculus, theories representational",4,2008
599,6,"truthmakers modal, modality, modal truths, alternative possibilities, truths Sect",9,2008
600,7,"game, Petersburg, Petersburg game, decision theory, theory",8,2008
601,8,"separate common, structural realism, quantum, type derivation, perfect correlations",4,2008
602,9,"theory time, temporal, temporal sentences, Brad, house",5,2008
603,10,"biological, sciences, dimensionalism, species, biological systems",5,2008
604,11,"demonstratives, pragmatics, linguistic, complex demonstratives, context",17,2008
605,12,"warranted causal, causal pathways, observational data, causal, causal claims",2,2008
606,13,"causation, value causal, causal knowledge, fixity reasons, error probabilities",6,2008
607,14,"contextualism, knowledge, sensitive invariantism, knowledge attribution, relativism",12,2008
608,15,"scientific, underdetermination, scientific realism, unconceived alternatives, pessimistic induction",7,2008
609,16,"phenomenological doubleness, phenomenological, perceptual, situational features, perception",7,2008
610,17,"logic, validity, non factualist, semantic pathology, classical logic",8,2008
611,18,"Hudson, universalism, composition, mereological, conflict universalism",6,2008
612,19,"responsibility, moral responsibility, blaming practices, commitment morality, morality",7,2008
613,20,"emotions, basic emotions, emotion, emotions suggest, cognitive emotions",1,2008
614,21,"physicalism, virtual, consciousness, dualism, non mental",9,2008
615,22,"vague, vagueness, vague identity, order precise, argument vague",11,2008
616,23,"pornography, Saul, race, acts, speech acts",4,2008
617,24,"colour, colour constancy, constancy, perceptual indiscriminability, Norm perceives",4,2008
618,25,"personal identity, persons, fission, constructionist, animals",9,2008
619,26,"fictionalism, Brock, fictionalist, Rosen objection, modal fictionalism",4,2008
620,27,"premise closure, single premise, knowledge, beliefs warrant, argument Warrant",5,2008
621,28,"evidence, disagreement, Suppose disagree, following striking, grows increasingly",2,2008
622,29,"art, garde, avant, avant garde, Lopes",2,2008
623,30,"hyperspace, World Problem, belief hyperspace, God, theism",5,2008
624,31,"libertarianism, Jane, luck objection, event causal, choice",2,2008
625,32,"inductive inferences, inferences, concepts standing, justified inductive, externalist proposal",1,2008
626,33,"Wittgenstein, understanding rule, therapeutic aims, judgment, later Wittgenstein",3,2008
627,34,"Kant, existential judgment, judgment Kant, inner sense, Kants",4,2008
628,35,"perceptual, beliefs, justification beliefs, perceptual experiences, physical world",3,2008
629,36,"imperatives, antecedent, exactly conjuncts, hug, love kiss",6,2008
630,37,"Hirsch, reject MaxCon, Hudsons argument, nonverbal, believe gunky",4,2008
631,38,"externalism, Mentalism, deep externalism, psychological, Internalism",3,2008
632,39,"paradoxes, Priest, orthodox solutions, sink virtually, advanced Beall",4,2008
633,40,"realization, view realization, mental, realization terms, mental causation",2,2008
634,41,"greatest good, virtuous activity, Plato, contemplative activity, human virtuous",2,2008
635,42,"logic, Coalition Logic, contraction, games, dynamic logic",6,2008
636,43,"virtues, virtue, virtues approaches, virtues theories, problems pluralism",2,2008
637,45,"collective, collective intention, interactive knowledge, group, opposing forces",2,2008
638,46,"counterfactual support, physically contingent, counterfactuals, theory indicative, contingent generalizations",2,2008
639,48,"knowledge, know, knowing, propositional knowledge, explicit knowledge",2,2008
640,49,"explanatory, implicature, scalar implicature, causal, causal competition",5,2008
641,50,"intuitions, Case, experimentalists, intuitions evidence, presented clear",2,2008
642,51,"quantiﬁcational, semantic value, object denoting, terms naturally, thoughts appear",1,2008
643,52,"Donkey Problem, less fundamental, conventionalism, reject coincidence, fundamental ontologies",1,2008
644,53,"externalism knowledge, testimonial knowledge, knowledge early, implicating features, environment result",1,2008
645,55,"intention, execution By, Motivation Agency, reason intention, causalist intentional",2,2008
646,56,"assertion, knowledge account, success explains, paradoxical assertion, identify norm",1,2008
647,57,"deflationism, deflationary, conceptual deflationism, conceptual, circularity",4,2008
648,58,"possible turns, concepts underwrite, Whether knowledge, concepts papers, chief contention",1,2008
649,60,"memory, epistemic conservatism, episodic recollection, recollection, formulations epistemic",4,2008
650,61,"dispositional, analysis dispositions, conditional analysis, disposition, dispositional predicates",7,2008
651,62,"Fregean Reference, Shift, account attitudes, attitudes, Reference",2,2008
652,63,"nonconceptual content, realism, objects, direct realism, objects perception",3,2008
653,64,"Descartes, Meditation, consider wonderful, support interpretation, Descartes believed",2,2008
654,65,"self deception, mental traits, concerning self, argue spandrel, traits self",1,2008
655,66,"doctrine, account consciousness, Spinozas, consciousness, Bradley",3,2008
656,67,"individualistic concepts, representational practices, individualism, individualistic, practices light",1,2008
657,68,"reality chains, justiﬁcation think, composition realism, intuition argued, mental cosmological",1,2008
658,69,"specific scientific, model, model complexity, selecting models, fit sensitive",1,2008
659,72,"Beauty, Sleeping, Sleeping Beauty, Hitchcock, preliminary probability",5,2008
660,73,"probability, probabilities, relative frequencies, frequencies, indefinite probabilities",2,2008
661,74,"coherence, coherentism, Bovens Hartmann, paribus conditions, impossibility result",5,2008
662,75,"resting counterfactual, antirealism resting, analysis truth, counterfactual analysis, Brogaard",2,2008
663,76,"rigidity, natural kind, general terms, predicates, terms rigid",5,2008
664,78,"holds conscious, higher order, theory consciousness, intimacy, consciousness",1,2008
665,79,"Frege, predicate, Fregean, thoughts, meaning",6,2008
666,80,"get truth, truth values, Thus sentences, But insist, might claims",1,2008
667,81,"luck, abnormality, epistemic luck, Gettier type, knowledge",4,2008
668,82,"Moores, Wrights Pryors, moorean utterance, saying went, Moorean assertions",3,2008
669,83,"truthmaker, truthmaker theory, negative truths, necessary connections, truthmaker principle",2,2008
670,84,"alternate possibilities, Frankfurts argument, principle alternate, done otherwise, responsibility",2,2008
671,85,"bodily, sensations, bodily sensations, perceiving, itches",3,2008
672,86,"compatibilism cannot, produce counterexamples, burden produce, Direct Argument, compatibilism",2,2008
673,87,"first person, person thought, conflict conception, conclusions type, analysed correctly",1,2008
674,88,"indeterminacy thesis, indeterminacy, distinction unsound, follow indeterminacy, claim distinction",1,2008
675,-1,"knowledge, truth, argue, theory, view",195,2009
676,0,"moral, war, normative, ethics, book",77,2009
677,1,"belief, evidence, epistemic, Bayesianism, Dutch",19,2009
678,2,"abstraction, abstraction principles, principles, set theory, philosophy mathematics",21,2009
679,3,"reference, names, cultures, Lear, Crow",20,2009
680,4,"rationality, desires, practical thinking, ought, argues",22,2009
681,5,"cognitive, cognition, processes, realization, multiple realization",13,2009
682,6,"return wallet, possible worlds, freely, modality, modal realism",8,2009
683,7,"go first, roulette table, jungle, adaptive preference, decision making",7,2009
684,8,"Everettian, structure, mechanics, statespace structure, Sleeping Beauty",3,2009
685,9,"tenseless, problem change, temporal, true formulation, date theory",9,2009
686,10,"biological, biology, environment, evolutionary, species",11,2009
687,11,"PT, Horwich, nonsemantic, meaning, terms",6,2009
688,12,"technology, transferability, social constructions, science technology, economic",6,2009
689,13,"causal, causation, loosening, climber, causes",9,2009
690,14,"contextualism, knowledge, context sensitivity, relativism, words concepts",14,2009
691,15,"scientific, Musgraves objection, account scientific, scientific theories, scientific realism",3,2009
692,16,"visual, perceptual, perception, conceptual content, visual experience",10,2009
693,17,"logic, logical constants, inference, basic rules, meaning",5,2009
694,18,"composition, mereology, universal object, sum view, proper",8,2009
695,19,"responsibility, mistakes fact, law, moral responsibility, deliberation",3,2009
696,20,"emotions, sentiment, care, ethics, empathy",8,2009
697,21,"physicalism, dualism, supervenience, electrons protons, explanatory argument",7,2009
698,22,"vagueness, indeterminacy, Harry bald, linguistic facts, non linguistic",6,2009
699,23,"women, absence, Bianchi, pornography, says pornography",2,2009
700,24,"color, hen, speckles, colours, modal claim",7,2009
701,25,"personal identity, identity, Olson, psychological, ones persistence",6,2009
702,26,"fictional, fiction, fictional truth, imaginative resistance, imagination",5,2009
703,27,"Nozick, epistemic space, knowledge, Alvin, epistemic",5,2009
704,28,"noncomparabilism, comparabilism, comparabilism They, call comparabilism, noncomparabilism advantages",1,2009
705,29,"art, aesthetic, theory art, preface work, philosophy literary",5,2009
706,30,"faith, Plantinga, God, venture, fideism",4,2009
707,31,"compatibilism, transworld depravity, libertarianism, determinism, Consequence Argument",8,2009
708,32,"Hume, Humes, New Hume, causal science, Hume scholarship",4,2009
709,33,"Wittgenstein, read, sketch argument, linguistic idealism, philosophical",10,2009
710,34,"Kant, affection, Kants, Locke, sensibility",2,2009
711,35,"perceptual, perception, perceive, spatial perception, perceptual experience",4,2009
712,36,"indicative conditionals, ordinary indicative, biscuit, truth conditions, speech act",4,2009
713,37,"objects, ontology, ordinary objects, ontological, metaphysics",7,2009
714,38,"Farkas, externalism, emerged, elderly, context considerations",5,2009
715,39,"semantic paradoxes, semantic, Liar paradox, Curry paradox, signification",7,2009
716,40,"realization, determination, physical realization, material constitution, MC",2,2009
717,41,"auxiliary, Plato, best nature, individuals develop, timocratic",2,2009
718,42,"dynamic, epistemic logic, dynamic epistemic, agents, logics",12,2009
719,43,"Virtue Epistemology, Virtue, Epistemology, animal knowledge, intellectual virtue",3,2009
720,44,"sceptical, scepticism, transcendental, skepticism, external world",7,2009
721,45,"modest sociality, sociality, shared intention, sociality cases, supports theorizing",1,2009
722,46,"counterfactuals, suppositional interpretation, would state, tenable theory, rival suppositional",1,2009
723,47,"MRL, Humean Supervenience, Phil Sci, Lewiss thesis, lawhood",3,2009
724,48,"knowledge, ability hypothesis, ability, propositional knowledge, knowledge knowledge",4,2009
725,49,"individualism, ontological individualism, social facts, supervenience, artificial societies",3,2009
726,50,"intuitions, treated evidence, philosophy, intuition, experimental philosophy",6,2009
727,52,"temporal, career, maieutic end, end gives, temporal parts",4,2009
728,53,"testimony, supervene individualistic, individualistic facts, linguistic norms, knowledge testimony",4,2009
729,54,"mindreading, Goldman, neurons, mind reading, mental simulation",7,2009
730,55,"intentions, conditional intentions, structure intentions, fact conclude, observational knowledge",4,2009
731,56,"assertion, knowledge norm, speakers assertion, dialectical model, knowledge",4,2009
732,57,"deflationism, deflationist, deflationary, implicit definition, formalizations",3,2009
733,58,"conceptual, concepts, engineering, conceptual thought, conceptual engineering",7,2009
734,61,"conception dispositionality, basic ontology, dispositionality, realist conception, analysis",4,2009
735,62,"propositional attitudes, attitudes, Jones, Kent, Clark Kent",5,2009
736,63,"mind independent, vase flowers, objects features, independent objects, perceptual",3,2009
737,64,"Descartes, brain states, causal relation, Fourth Meditation, Descartes works",2,2009
738,65,"lying, saying believe, existing definitions, deceive, 2006",1,2009
739,66,"Leibnizs, teleology, Spinozistic, Spinozistic modes, inhere substance",2,2009
740,67,"self knowledge, properly explain, kind know, constitutive, possession",4,2009
741,69,"tradeoffs, fictions, ontological problems, model systems, relationships",3,2009
742,70,"metaphysics, metaphysical theorizing, metaphysical, scientific metaphysics, theorizing",2,2009
743,71,"pain, potential tissue, pains pose, perceptualrepresentational accounts, menstruation childbirth",2,2009
744,72,"Lesser view, Sleeping, defend Lesser, favorable Thirder, Beauty wakes",1,2009
745,73,"objective probability, probabilities, chance, quantum probabilities, statistical mechanics",2,2009
746,75,"knowability, factiveness, Fitchs, Fitchs argument, knowledge",5,2009
747,76,"Essentiality used, identifications arguments, Kripkean ideas, ideas semantics, apparatus essentiality",1,2009
748,77,"dispositional, dispositional essentialism, property, essentialism, charged objects",4,2009
749,78,"HOT theory, represented belonging, Rosenthal, conscious, belonging self",1,2009
750,79,"Frege, semantic axioms, Pragmatism, ii, cognitive content",3,2009
751,80,"Epistemic Modals, Modals, version natural, epistemic possibility, epistemic",3,2009
752,81,"absence control, account fortune, confused luck, Fortune luck, luck precedes",1,2009
753,82,"Moore, justify believing, many contemporary, believing believe, circumstances justify",3,2009
754,84,"Frankfurt, Alternate Possibilities, Principle Alternate, cases, Fischer style",2,2009
755,86,"moral responsibility, responsibility, desert stake, revise notion, debate response",1,2009
756,87,"really nothing, first person, IEM, thoughts, functional role",4,2009
757,88,"Quine, conventionalismC, priori, Quines philosophy, conventionalist claims",2,2009
758,-1,"paper, one, argument, theory, truth",159,2010
759,0,"evil, ethical, normative, justice, moral relativist",42,2010
760,1,"belief, evidence, justification, Bayesian, confirmational",30,2010
761,2,"mathematical coincidence, Kant, nominalists, philosophy mathematics, Euclids",11,2010
762,3,"preamble, numbered sections, names, contribution consists, papers issue",57,2010
763,4,"reasons, ought, rationality, requirements, view",16,2010
